"","seqn","riagendr","ridageyr","ridreth1","ridreth3","dmdborn4","dmdeduc3","dmdeduc2","indhhin2"
"2996",88659,1,63,4,4,1,NA,5,10
"2997",88660,1,54,3,3,1,NA,4,15
"2998",88661,1,40,3,3,1,NA,5,15
"2999",88664,1,51,5,6,2,NA,1,6
"3000",88665,2,79,1,1,2,NA,1,2
"3001",88666,2,28,3,3,1,NA,4,10
"3002",88667,1,42,5,6,2,NA,5,12
"3003",88668,2,68,1,1,2,NA,2,6
"3004",88673,2,26,5,6,2,NA,5,9
"3005",88674,2,27,4,4,1,NA,2,1
"3006",88676,2,80,4,4,1,NA,1,15
"3007",88677,2,31,1,1,1,NA,4,15
"3008",88678,1,75,4,4,1,NA,3,14
"3009",88680,2,38,4,4,2,NA,4,9
"3010",88682,1,19,5,6,1,13,NA,4
"3011",88684,2,28,1,1,1,NA,3,8
"3012",88686,2,54,3,3,1,NA,4,6
"3013",88689,2,41,1,1,2,NA,2,99
"3014",88691,1,26,5,6,1,NA,5,12
"3015",88692,1,71,3,3,1,NA,4,15
"3016",88694,2,19,5,7,1,12,NA,7
"3017",88695,1,35,2,2,2,NA,1,3
"3018",88696,2,47,2,2,2,NA,5,15
"3019",88697,1,47,4,4,1,NA,4,14
"3020",88699,2,42,1,1,2,NA,1,5
"3021",88700,2,21,1,1,2,NA,3,1
"3022",88702,2,20,3,3,1,NA,3,8
"3023",88703,2,47,4,4,1,NA,4,15
"3024",88704,2,29,3,3,1,NA,4,4
"3025",88706,1,61,1,1,1,NA,3,14
"3026",88707,2,23,4,4,1,NA,2,7
"3027",88708,2,49,5,6,2,NA,1,5
"3028",88709,2,25,3,3,1,NA,5,15
"3029",88713,2,51,3,3,1,NA,4,15
"3030",88714,1,60,2,2,1,NA,3,15
"3031",88717,2,34,3,3,1,NA,5,10
"3032",88718,1,36,5,6,1,NA,5,NA
"3033",88719,1,61,1,1,2,NA,1,7
"3034",88720,2,28,4,4,1,NA,3,6
"3035",88721,2,42,4,4,1,NA,5,8
"3036",88722,2,80,3,3,2,NA,2,4
"3037",88723,2,80,3,3,1,NA,4,10
"3038",88724,2,60,4,4,1,NA,2,99
"3039",88725,1,31,1,1,2,NA,3,14
"3040",88728,2,52,1,1,1,NA,4,8
"3041",88729,2,69,3,3,1,NA,4,6
"3042",88731,1,50,2,2,2,NA,4,3
"3043",88732,1,22,1,1,1,NA,4,8
"3044",88733,2,50,4,4,1,NA,4,77
"3045",88738,2,58,4,4,1,NA,5,15
"3046",88740,1,66,3,3,1,NA,5,14
"3047",88741,1,55,5,6,2,NA,5,15
"3048",88742,1,24,3,3,1,NA,3,7
"3049",88743,1,65,5,6,2,NA,5,15
"3050",88744,2,27,1,1,2,NA,2,13
"3051",88747,2,74,2,2,2,NA,3,4
"3052",88748,2,38,4,4,1,NA,4,8
"3053",88754,2,18,1,1,2,10,NA,6
"3054",88755,1,37,1,1,2,NA,4,9
"3055",88757,2,54,5,6,2,NA,4,12
"3056",88758,2,63,4,4,1,NA,3,4
"3057",88759,2,80,3,3,1,NA,4,6
"3058",88761,2,58,4,4,1,NA,4,5
"3059",88763,1,27,2,2,1,NA,4,15
"3060",88764,1,69,5,6,2,NA,5,14
"3061",88766,2,48,5,6,2,NA,5,15
"3062",88767,2,66,2,2,2,NA,4,12
"3063",88769,1,59,1,1,2,NA,1,12
"3064",88770,1,53,3,3,1,NA,5,14
"3065",88772,2,18,1,1,1,12,NA,8
"3066",88775,1,45,5,7,1,NA,3,4
"3067",88776,2,42,1,1,2,NA,1,5
"3068",88780,1,69,4,4,1,NA,3,15
"3069",88781,1,41,3,3,1,NA,3,2
"3070",88786,2,43,4,4,1,NA,3,4
"3071",88787,2,70,3,3,1,NA,5,8
"3072",88789,1,76,4,4,2,NA,5,77
"3073",88790,2,31,5,6,2,NA,5,14
"3074",88791,1,66,2,2,2,NA,5,15
"3075",88792,1,19,1,1,1,15,NA,5
"3076",88793,1,21,4,4,1,NA,4,NA
"3077",88795,2,30,1,1,2,NA,2,3
"3078",88796,2,64,3,3,1,NA,4,15
"3079",88797,2,69,5,6,2,NA,3,77
"3080",88798,2,43,4,4,1,NA,3,13
"3081",88799,2,21,3,3,1,NA,4,6
"3082",88801,1,18,1,1,1,10,NA,15
"3083",88803,2,32,4,4,1,NA,4,6
"3084",88804,1,55,3,3,1,NA,3,9
"3085",88805,1,30,3,3,1,NA,5,15
"3086",88806,1,66,2,2,2,NA,4,8
"3087",88809,1,32,3,3,1,NA,5,14
"3088",88811,2,19,5,6,1,15,NA,NA
"3089",88814,1,30,1,1,1,NA,5,14
"3090",88816,2,47,2,2,2,NA,2,5
"3091",88818,2,28,1,1,1,NA,3,15
"3092",88823,2,68,3,3,1,NA,3,8
"3093",88827,1,67,5,6,2,NA,4,7
"3094",88829,2,41,5,6,1,NA,5,14
"3095",88830,2,45,1,1,2,NA,1,77
"3096",88833,2,28,3,3,1,NA,5,9
"3097",88834,2,62,2,2,2,NA,4,6
"3098",88835,2,28,2,2,1,NA,5,15
"3099",88836,2,70,3,3,1,NA,3,8
"3100",88838,1,67,4,4,2,NA,4,8
"3101",88840,2,20,4,4,1,NA,4,14
"3102",88841,1,38,1,1,2,NA,1,12
"3103",88842,2,26,5,6,2,NA,5,14
"3104",88843,2,28,1,1,2,NA,1,7
"3105",88845,2,62,3,3,1,NA,5,10
"3106",88846,1,32,3,3,1,NA,3,NA
"3107",88847,2,60,1,1,2,NA,1,15
"3108",88848,2,56,5,6,2,NA,5,15
"3109",88851,2,54,3,3,2,NA,3,3
"3110",88854,2,51,4,4,1,NA,4,15
"3111",88855,1,64,1,1,2,NA,1,7
"3112",88856,1,32,1,1,2,NA,1,4
"3113",88857,2,71,4,4,1,NA,5,12
"3114",88858,2,18,4,4,1,12,NA,13
"3115",88859,1,50,3,3,1,NA,4,4
"3116",88861,1,19,5,6,2,15,NA,15
"3117",88862,2,51,2,2,2,NA,4,99
"3118",88864,1,53,4,4,2,NA,5,7
"3119",88867,2,28,3,3,1,NA,5,10
"3120",88868,2,38,4,4,1,NA,2,6
"3121",88870,1,18,5,6,2,11,NA,8
"3122",88871,1,61,5,6,2,NA,3,15
"3123",88874,1,64,3,3,1,NA,4,NA
"3124",88875,2,60,3,3,1,NA,3,6
"3125",88876,2,19,1,1,2,13,NA,4
"3126",88877,1,53,2,2,2,NA,1,4
"3127",88878,1,20,1,1,1,NA,4,77
"3128",88879,2,32,4,4,1,NA,3,2
"3129",88881,2,54,4,4,1,NA,4,10
"3130",88883,1,72,3,3,1,NA,5,15
"3131",88884,1,24,5,6,2,NA,4,9
"3132",88885,1,54,2,2,2,NA,3,NA
"3133",88887,1,40,3,3,2,NA,4,1
"3134",88888,2,69,1,1,1,NA,5,7
"3135",88890,2,21,3,3,1,NA,1,8
"3136",88891,2,36,5,7,1,NA,4,8
"3137",88892,2,27,4,4,1,NA,3,8
"3138",88893,1,19,4,4,1,12,NA,1
"3139",88894,1,21,4,4,1,NA,2,NA
"3140",88895,2,73,2,2,2,NA,1,8
"3141",88896,1,23,3,3,1,NA,5,14
"3142",88897,1,31,3,3,1,NA,3,14
"3143",88898,1,30,3,3,1,NA,3,10
"3144",88900,2,49,2,2,1,NA,4,14
"3145",88901,1,33,3,3,1,NA,4,9
"3146",88902,1,68,3,3,1,NA,4,3
"3147",88903,2,22,3,3,1,NA,5,14
"3148",88906,1,29,1,1,1,NA,4,10
"3149",88907,2,44,1,1,2,NA,4,7
"3150",88908,2,54,4,4,1,NA,3,8
"3151",88910,2,29,4,4,1,NA,5,7
"3152",88911,1,34,3,3,1,NA,5,8
"3153",88912,1,27,4,4,1,NA,3,12
"3154",88914,1,25,3,3,1,NA,5,6
"3155",88915,1,37,1,1,2,NA,3,4
"3156",88916,2,70,4,4,1,NA,4,2
"3157",88918,2,18,4,4,1,12,NA,13
"3158",88919,2,68,5,7,1,NA,4,99
"3159",88920,2,33,5,6,2,NA,5,15
"3160",88924,1,34,5,6,2,NA,5,10
"3161",88925,1,69,1,1,1,NA,4,15
"3162",88926,1,70,3,3,1,NA,5,14
"3163",88927,1,50,5,7,1,NA,1,1
"3164",88930,1,24,3,3,1,NA,5,5
"3165",88932,2,38,2,2,2,NA,4,6
"3166",88933,2,41,4,4,1,NA,4,9
"3167",88934,1,80,3,3,1,NA,5,15
"3168",88935,1,80,3,3,1,NA,3,10
"3169",88937,2,48,4,4,1,NA,4,14
"3170",88938,2,53,2,2,2,NA,3,8
"3171",88940,1,31,2,2,2,NA,5,15
"3172",88942,1,57,3,3,1,NA,3,7
"3173",88943,1,43,1,1,2,NA,1,6
"3174",88944,2,20,4,4,1,NA,4,15
"3175",88945,1,30,3,3,1,NA,4,8
"3176",88947,2,66,5,7,1,NA,4,3
"3177",88949,2,38,2,2,2,NA,5,15
"3178",88950,2,43,5,6,2,NA,5,15
"3179",88951,2,20,3,3,1,NA,4,15
"3180",88952,1,60,3,3,1,NA,5,12
"3181",88956,1,43,3,3,1,NA,2,2
"3182",88957,2,41,1,1,2,NA,4,15
"3183",88960,1,53,4,4,1,NA,4,3
"3184",88961,1,54,4,4,1,NA,2,3
"3185",88964,2,19,5,7,1,15,NA,8
"3186",88965,1,22,5,7,1,NA,4,14
"3187",88968,1,36,1,1,1,NA,5,14
"3188",88970,2,23,5,6,2,NA,5,15
"3189",88974,1,22,2,2,2,NA,4,9
"3190",88976,2,46,5,6,2,NA,5,6
"3191",88979,2,51,3,3,1,NA,5,15
"3192",88981,1,35,3,3,1,NA,3,NA
"3193",88982,2,59,3,3,2,NA,5,15
"3194",88983,1,29,1,1,2,NA,2,14
"3195",88984,2,58,1,1,2,NA,1,5
"3196",88985,1,44,5,6,2,NA,5,15
"3197",88986,2,22,2,2,1,NA,5,12
"3198",88990,2,52,3,3,1,NA,2,5
"3199",88991,2,65,3,3,1,NA,4,7
"3200",88992,2,27,3,3,1,NA,5,14
"3201",88994,1,32,1,1,1,NA,3,6
"3202",88996,1,33,5,7,1,NA,4,15
"3203",89000,2,69,4,4,1,NA,4,7
"3204",89003,1,52,3,3,1,NA,4,9
"3205",89005,1,43,5,6,2,NA,2,8
"3206",89006,1,50,5,6,2,NA,2,14
"3207",89009,2,71,3,3,1,NA,3,3
"3208",89012,2,24,3,3,1,NA,4,4
"3209",89013,2,54,2,2,2,NA,4,15
"3210",89014,2,51,4,4,1,NA,5,12
"3211",89015,1,80,2,2,1,NA,4,15
"3212",89019,1,36,1,1,1,NA,3,12
"3213",89020,2,57,3,3,1,NA,4,15
"3214",89022,1,76,1,1,2,NA,1,5
"3215",89025,2,48,5,6,2,NA,1,1
"3216",89026,2,36,5,7,1,NA,5,15
"3217",89028,2,54,2,2,1,NA,4,8
"3218",89031,2,41,5,7,2,NA,4,14
"3219",89034,2,69,3,3,1,NA,3,7
"3220",89035,1,80,1,1,2,NA,2,13
"3221",89036,2,46,3,3,1,NA,5,9
"3222",89038,2,25,3,3,1,NA,4,8
"3223",89040,1,45,4,4,1,NA,3,NA
"3224",89041,2,48,3,3,1,NA,3,14
"3225",89042,1,20,5,7,2,NA,3,1
"3226",89043,1,49,3,3,1,NA,4,14
"3227",89044,1,30,3,3,2,NA,5,15
"3228",89045,1,19,4,4,1,11,NA,1
"3229",89047,1,37,4,4,1,NA,4,7
"3230",89051,2,80,5,6,2,NA,4,8
"3231",89052,2,72,2,2,2,NA,4,4
"3232",89054,1,49,4,4,1,NA,1,77
"3233",89058,2,73,3,3,1,NA,4,8
"3234",89063,1,24,3,3,1,NA,3,9
"3235",89064,2,72,3,3,1,NA,4,4
"3236",89067,1,34,3,3,1,NA,3,6
"3237",89068,2,59,1,1,2,NA,1,14
"3238",89069,2,63,5,7,1,NA,5,12
"3239",89070,1,63,1,1,2,NA,1,6
"3240",89072,2,39,1,1,2,NA,1,5
"3241",89073,2,61,4,4,1,NA,4,3
"3242",89074,2,19,2,2,1,13,NA,9
"3243",89075,1,70,3,3,1,NA,3,3
"3244",89076,2,37,3,3,1,NA,4,7
"3245",89077,1,53,4,4,1,NA,2,7
"3246",89079,1,75,3,3,1,NA,4,77
"3247",89080,2,34,3,3,1,NA,4,NA
"3248",89081,1,43,4,4,1,NA,3,1
"3249",89083,2,46,3,3,1,NA,4,14
"3250",89084,2,67,2,2,2,NA,1,3
"3251",89087,1,41,4,4,2,NA,3,7
"3252",89088,1,36,2,2,2,NA,3,77
"3253",89090,2,56,3,3,1,NA,5,15
"3254",89091,1,70,4,4,1,NA,4,2
"3255",89093,2,57,3,3,1,NA,2,6
"3256",89095,1,54,2,2,2,NA,4,8
"3257",89096,2,80,4,4,1,NA,1,3
"3258",89097,2,71,5,6,2,NA,4,4
"3259",89099,1,59,4,4,1,NA,3,8
"3260",89102,1,60,2,2,2,NA,2,2
"3261",89103,1,64,1,1,2,NA,1,8
"3262",89104,2,43,5,6,2,NA,4,99
"3263",89106,2,44,4,4,1,NA,5,15
"3264",89107,2,69,5,7,1,NA,4,4
"3265",89108,1,28,3,3,1,NA,5,14
"3266",89111,2,27,3,3,1,NA,5,8
"3267",89115,2,50,2,2,1,NA,3,8
"3268",89116,1,22,4,4,1,NA,3,4
"3269",89119,1,26,3,3,1,NA,5,15
"3270",89120,2,47,2,2,2,NA,1,1
"3271",89122,2,58,2,2,2,NA,2,10
"3272",89123,1,29,3,3,1,NA,3,5
"3273",89124,1,39,3,3,1,NA,3,4
"3274",89126,1,28,3,3,1,NA,4,14
"3275",89127,1,35,3,3,1,NA,4,6
"3276",89128,2,28,5,6,2,NA,5,12
"3277",89129,2,78,3,3,1,NA,4,13
"3278",89130,1,50,2,2,2,NA,4,10
"3279",89131,1,51,1,1,1,NA,3,5
"3280",89134,1,37,3,3,1,NA,4,10
"3281",89137,1,60,3,3,1,NA,4,15
"3282",89138,1,27,1,1,2,NA,3,14
"3283",89141,1,45,3,3,1,NA,4,10
"3284",89144,1,75,3,3,1,NA,3,14
"3285",89146,2,42,2,2,1,NA,4,7
"3286",89149,1,66,1,1,1,NA,3,4
"3287",89152,2,20,1,1,1,NA,5,5
"3288",89153,2,61,5,6,2,NA,4,7
"3289",89156,2,62,1,1,1,NA,2,13
"3290",89157,1,61,4,4,1,NA,2,12
"3291",89158,1,55,3,3,1,NA,3,12
"3292",89159,1,18,1,1,2,11,NA,1
"3293",89160,2,35,3,3,1,NA,3,4
"3294",89161,2,74,4,4,1,NA,2,2
"3295",89162,1,51,1,1,2,NA,3,7
"3296",89164,2,56,5,6,2,NA,5,9
"3297",89165,2,72,4,4,2,NA,3,NA
"3298",89166,1,47,3,3,1,NA,4,15
"3299",89167,1,38,1,1,1,NA,2,6
"3300",89168,2,56,4,4,1,NA,3,6
"3301",89169,1,44,1,1,2,NA,2,7
"3302",89171,2,70,3,3,1,NA,3,5
"3303",89172,1,32,3,3,1,NA,4,7
"3304",89173,1,63,4,4,1,NA,5,15
"3305",89174,2,30,5,6,2,NA,5,14
"3306",89175,2,44,1,1,2,NA,1,10
"3307",89177,1,62,3,3,1,NA,5,15
"3308",89178,1,21,4,4,1,NA,3,3
"3309",89180,1,32,2,2,1,NA,3,15
"3310",89181,1,58,5,6,2,NA,5,15
"3311",89182,2,55,5,6,2,NA,1,9
"3312",89183,2,24,1,1,1,NA,4,5
"3313",89184,1,66,2,2,2,NA,5,5
"3314",89185,1,24,3,3,1,NA,5,14
"3315",89186,1,80,3,3,1,NA,2,12
"3316",89188,2,70,2,2,2,NA,3,7
"3317",89189,2,48,4,4,2,NA,4,9
"3318",89190,1,47,4,4,1,NA,4,7
"3319",89192,1,44,2,2,1,NA,3,9
"3320",89194,1,49,3,3,1,NA,3,15
"3321",89197,2,47,5,6,2,NA,4,15
"3322",89200,2,31,4,4,1,NA,5,9
"3323",89201,1,50,3,3,1,NA,3,14
"3324",89203,1,76,3,3,1,NA,3,15
"3325",89204,1,45,1,1,2,NA,3,7
"3326",89206,2,26,4,4,1,NA,4,7
"3327",89207,1,18,1,1,1,13,NA,2
"3328",89208,1,57,4,4,1,NA,4,4
"3329",89211,2,29,3,3,1,NA,3,14
"3330",89214,1,51,5,6,2,NA,4,14
"3331",89215,2,19,2,2,1,15,NA,8
"3332",89216,2,70,5,6,2,NA,3,14
"3333",89218,2,29,4,4,1,NA,4,5
"3334",89221,1,30,1,1,1,NA,2,3
"3335",89222,2,53,1,1,2,NA,3,6
"3336",89223,2,43,3,3,1,NA,4,14
"3337",89224,1,18,5,7,2,13,NA,14
"3338",89225,2,61,2,2,2,NA,1,2
"3339",89227,2,33,2,2,2,NA,1,7
"3340",89228,2,32,3,3,1,NA,4,14
"3341",89230,2,31,3,3,1,NA,4,9
"3342",89231,2,70,2,2,1,NA,5,9
"3343",89232,1,76,3,3,1,NA,4,2
"3344",89233,2,31,3,3,1,NA,3,8
"3345",89234,1,22,5,7,1,NA,3,NA
"3346",89237,1,78,3,3,2,NA,2,4
"3347",89239,1,24,4,4,1,NA,5,5
"3348",89241,2,44,4,4,1,NA,5,15
"3349",89243,2,49,4,4,1,NA,5,14
"3350",89244,1,49,3,3,1,NA,5,14
"3351",89248,2,80,3,3,1,NA,3,8
"3352",89249,2,57,3,3,1,NA,5,15
"3353",89250,2,56,4,4,1,NA,4,15
"3354",89253,2,54,4,4,1,NA,4,6
"3355",89255,2,55,1,1,2,NA,3,3
"3356",89256,1,35,5,7,1,NA,4,7
"3357",89259,1,38,5,7,1,NA,4,7
"3358",89260,2,80,3,3,1,NA,1,NA
"3359",89261,2,52,4,4,1,NA,5,8
"3360",89263,1,80,4,4,1,NA,3,9
"3361",89264,1,26,5,6,2,NA,5,12
"3362",89265,2,52,4,4,1,NA,4,6
"3363",89266,1,39,3,3,1,NA,4,15
"3364",89267,1,25,3,3,1,NA,4,15
"3365",89268,1,34,1,1,2,NA,5,14
"3366",89270,2,25,1,1,2,NA,1,5
"3367",89271,1,57,3,3,1,NA,4,9
"3368",89273,2,19,2,2,1,15,NA,8
"3369",89275,2,67,2,2,1,NA,2,3
"3370",89276,2,45,1,1,2,NA,2,8
"3371",89278,2,25,3,3,2,NA,3,15
"3372",89280,1,57,4,4,1,NA,3,6
"3373",89284,2,42,1,1,2,NA,2,6
"3374",89286,1,19,5,6,1,13,NA,NA
"3375",89288,2,52,4,4,1,NA,3,7
"3376",89289,2,53,5,6,2,NA,2,14
"3377",89290,1,36,1,1,1,NA,4,8
"3378",89292,1,32,1,1,1,NA,3,9
"3379",89293,1,80,3,3,1,NA,5,14
"3380",89294,2,63,1,1,1,NA,5,14
"3381",89295,2,48,2,2,2,NA,3,1
"3382",89297,1,19,1,1,1,15,NA,15
"3383",89299,2,58,4,4,1,NA,5,77
"3384",89302,2,30,4,4,1,NA,4,8
"3385",89303,2,80,3,3,1,NA,3,6
"3386",89304,2,30,3,3,1,NA,5,15
"3387",89305,2,32,4,4,1,NA,4,7
"3388",89308,1,60,1,1,2,NA,1,7
"3389",89310,2,80,1,1,2,NA,1,3
"3390",89311,1,19,5,6,1,13,NA,10
"3391",89312,1,39,1,1,1,NA,5,15
"3392",89313,1,51,5,7,1,NA,2,10
"3393",89314,2,39,4,4,1,NA,4,5
"3394",89316,2,61,3,3,1,NA,4,6
"3395",89317,1,24,4,4,1,NA,4,5
"3396",89319,1,60,3,3,2,NA,5,14
"3397",89320,1,65,5,6,2,NA,5,15
"3398",89321,2,67,4,4,1,NA,4,9
"3399",89325,1,44,3,3,1,NA,4,15
"3400",89326,1,54,4,4,2,NA,1,3
"3401",89327,2,73,4,4,1,NA,2,99
"3402",89329,2,43,4,4,1,NA,4,1
"3403",89331,1,35,3,3,1,NA,4,14
"3404",89332,2,77,4,4,1,NA,4,4
"3405",89335,1,37,4,4,1,NA,3,8
"3406",89338,2,68,3,3,1,NA,4,5
"3407",89339,1,80,3,3,1,NA,3,5
"3408",89340,2,24,1,1,1,NA,5,7
"3409",89345,2,30,2,2,1,NA,5,15
"3410",89346,1,48,1,1,1,NA,2,15
"3411",89347,1,19,3,3,1,11,NA,6
"3412",89348,2,43,4,4,1,NA,4,7
"3413",89350,1,57,3,3,1,NA,5,2
"3414",89351,2,67,2,2,2,NA,1,6
"3415",89352,1,66,1,1,1,NA,3,15
"3416",89353,1,36,1,1,2,NA,4,6
"3417",89354,1,39,4,4,1,NA,4,8
"3418",89355,1,71,1,1,2,NA,1,3
"3419",89357,1,39,4,4,1,NA,4,77
"3420",89358,1,42,3,3,1,NA,3,14
"3421",89359,2,30,3,3,2,NA,4,5
"3422",89362,2,41,3,3,1,NA,5,14
"3423",89364,2,23,4,4,1,NA,3,15
"3424",89367,1,58,3,3,1,NA,3,14
"3425",89370,1,69,5,7,1,NA,5,9
"3426",89371,1,63,4,4,1,NA,2,1
"3427",89373,2,63,4,4,1,NA,3,6
"3428",89374,1,38,5,7,1,NA,2,NA
"3429",89376,2,65,3,3,1,NA,4,6
"3430",89381,1,68,2,2,2,NA,1,9
"3431",89382,1,55,3,3,1,NA,4,8
"3432",89383,1,50,1,1,1,NA,2,12
"3433",89384,1,22,4,4,1,NA,3,9
"3434",89389,2,68,2,2,2,NA,5,NA
"3435",89390,2,52,2,2,2,NA,4,3
"3436",89391,1,68,3,3,1,NA,5,4
"3437",89392,1,20,5,6,2,NA,3,5
"3438",89395,2,51,3,3,1,NA,4,7
"3439",89397,1,52,1,1,2,NA,2,10
"3440",89399,2,30,5,6,2,NA,5,14
"3441",89400,2,52,4,4,1,NA,3,3
"3442",89402,2,55,2,2,2,NA,1,8
"3443",89403,1,74,1,1,1,NA,3,4
"3444",89404,1,71,3,3,1,NA,4,7
"3445",89407,2,32,5,6,2,NA,4,9
"3446",89408,1,50,1,1,2,NA,1,9
"3447",89412,2,62,4,4,1,NA,1,2
"3448",89413,1,80,3,3,1,NA,5,15
"3449",89414,1,20,4,4,1,NA,2,7
"3450",89417,2,48,5,6,2,NA,3,8
"3451",89419,1,58,3,3,1,NA,3,15
"3452",89420,2,67,3,3,2,NA,5,5
"3453",89422,1,80,3,3,1,NA,3,8
"3454",89425,1,36,3,3,1,NA,5,8
"3455",89426,1,29,3,3,1,NA,3,4
"3456",89433,2,74,3,3,1,NA,3,4
"3457",89434,2,46,5,6,1,NA,5,7
"3458",89435,2,46,3,3,1,NA,5,5
"3459",89436,1,33,5,6,2,NA,4,14
"3460",89437,1,70,3,3,1,NA,5,13
"3461",89438,1,38,1,1,1,NA,4,14
"3462",89439,1,72,3,3,1,NA,5,7
"3463",89441,2,67,2,2,2,NA,1,4
"3464",89442,1,51,5,6,2,NA,2,6
"3465",89443,1,80,3,3,1,NA,3,6
"3466",89444,2,48,1,1,1,NA,1,3
"3467",89445,1,32,3,3,1,NA,4,7
"3468",89446,2,61,5,7,2,NA,2,5
"3469",89453,2,25,3,3,1,NA,3,6
"3470",89455,1,65,1,1,2,NA,1,1
"3471",89457,2,48,3,3,1,NA,5,15
"3472",89458,2,70,5,7,1,NA,4,15
"3473",89459,1,54,3,3,1,NA,3,1
"3474",89462,1,29,5,6,2,NA,5,15
"3475",89465,2,55,1,1,1,NA,2,5
"3476",89469,1,77,5,6,2,NA,5,NA
"3477",89470,2,46,4,4,1,NA,4,10
"3478",89471,2,75,4,4,1,NA,2,2
"3479",89472,1,75,3,3,1,NA,4,15
"3480",89473,2,68,4,4,1,NA,4,7
"3481",89474,2,29,3,3,1,NA,5,15
"3482",89475,2,46,4,4,2,NA,5,9
"3483",89476,2,44,4,4,1,NA,4,14
"3484",89477,1,31,3,3,1,NA,5,15
"3485",89482,2,70,3,3,1,NA,4,7
"3486",89483,2,56,1,1,2,NA,2,12
"3487",89485,1,35,4,4,1,NA,2,9
"3488",89488,1,75,5,6,2,NA,5,14
"3489",89490,1,74,3,3,1,NA,5,14
"3490",89491,1,49,4,4,1,NA,4,15
"3491",89493,2,26,5,6,1,NA,5,NA
"3492",89494,2,42,5,6,2,NA,5,14
"3493",89495,2,49,4,4,1,NA,2,4
"3494",89496,2,48,5,6,2,NA,5,14
"3495",89497,1,20,3,3,1,NA,4,NA
"3496",89499,2,57,5,7,1,NA,4,12
"3497",89500,2,63,2,2,2,NA,5,10
"3498",89501,1,80,3,3,1,NA,5,14
"3499",89504,1,80,3,3,1,NA,4,4
"3500",89505,2,26,3,3,1,NA,3,NA
"3501",89506,2,23,2,2,1,NA,3,7
"3502",89508,2,20,2,2,2,NA,4,77
"3503",89511,2,45,3,3,1,NA,4,NA
"3504",89513,1,49,5,6,2,NA,5,15
"3505",89514,2,67,2,2,2,NA,4,8
"3506",89515,2,80,2,2,2,NA,1,13
"3507",89516,2,35,1,1,2,NA,5,10
"3508",89517,1,27,2,2,1,NA,4,15
"3509",89518,2,57,4,4,1,NA,2,2
"3510",89519,1,65,1,1,2,NA,3,12
"3511",89520,1,45,3,3,1,NA,3,15
"3512",89522,1,45,2,2,1,NA,5,14
"3513",89523,2,26,5,6,2,NA,3,9
"3514",89524,1,54,1,1,2,NA,2,4
"3515",89525,2,41,5,6,2,NA,5,15
"3516",89529,2,20,2,2,1,NA,4,7
"3517",89531,2,60,2,2,2,NA,1,3
"3518",89533,1,38,3,3,1,NA,4,15
"3519",89534,1,20,5,7,2,NA,2,1
"3520",89536,2,47,3,3,1,NA,3,6
"3521",89537,1,50,2,2,1,NA,4,2
"3522",89538,2,58,1,1,1,NA,2,99
"3523",89540,1,48,3,3,1,NA,2,5
"3524",89541,1,44,4,4,1,NA,1,1
"3525",89542,1,62,4,4,1,NA,4,7
"3526",89543,1,64,1,1,1,NA,4,2
"3527",89544,2,25,4,4,1,NA,3,13
"3528",89545,2,41,2,2,1,NA,3,3
"3529",89546,1,74,3,3,1,NA,5,15
"3530",89549,1,49,1,1,2,NA,1,7
"3531",89550,1,55,5,6,2,NA,5,15
"3532",89551,1,78,4,4,1,NA,3,10
"3533",89552,2,19,4,4,1,15,NA,7
"3534",89553,1,55,3,3,1,NA,3,14
"3535",89555,2,31,3,3,1,NA,5,14
"3536",89557,1,51,1,1,2,NA,1,3
"3537",89560,2,80,2,2,1,NA,1,3
"3538",89562,2,34,4,4,1,NA,2,6
"3539",89563,2,68,3,3,1,NA,3,6
"3540",89565,2,55,3,3,1,NA,4,8
"3541",89566,1,78,4,4,1,NA,5,12
"3542",89568,1,51,1,1,1,NA,5,NA
"3543",89570,1,56,5,7,1,NA,4,6
"3544",89572,2,61,4,4,1,NA,3,6
"3545",89573,1,20,2,2,1,NA,3,NA
"3546",89574,1,63,2,2,2,NA,4,8
"3547",89575,2,25,2,2,2,NA,4,10
"3548",89576,2,70,2,2,1,NA,5,15
"3549",89577,1,38,5,6,2,NA,5,15
"3550",89578,1,34,3,3,2,NA,4,8
"3551",89579,1,39,5,6,2,NA,5,15
"3552",89581,2,67,3,3,1,NA,5,14
"3553",89582,1,53,3,3,2,NA,5,15
"3554",89583,1,38,3,3,1,NA,3,7
"3555",89584,2,23,1,1,2,NA,4,7
"3556",89585,2,74,3,3,1,NA,3,3
"3557",89586,1,22,5,7,1,NA,3,7
"3558",89587,2,76,4,4,1,NA,3,3
"3559",89588,2,62,3,3,1,NA,4,9
"3560",89589,2,30,5,7,2,NA,5,6
"3561",89590,2,35,1,1,2,NA,2,3
"3562",89591,1,39,4,4,1,NA,3,8
"3563",89594,1,21,3,3,1,NA,3,14
"3564",89595,2,51,1,1,1,NA,3,15
"3565",89596,2,80,3,3,1,NA,4,13
"3566",89597,2,65,4,4,1,NA,2,99
"3567",89598,1,38,3,3,1,NA,4,12
"3568",89599,1,62,1,1,2,NA,1,3
"3569",89600,1,22,2,2,2,NA,1,6
"3570",89601,2,30,3,3,1,NA,4,6
"3571",89602,1,47,4,4,1,NA,2,2
"3572",89604,1,20,1,1,2,NA,4,1
"3573",89606,2,52,2,2,2,NA,5,9
"3574",89608,1,66,4,4,1,NA,4,5
