"","seqn","riagendr","ridageyr","ridreth1","ridreth3","dmdborn4","dmdeduc3","dmdeduc2","indhhin2"
"3575",89609,2,74,2,2,2,NA,1,2
"3576",89611,2,61,1,1,1,NA,2,6
"3577",89612,1,32,3,3,1,NA,4,15
"3578",89613,2,18,3,3,1,13,NA,7
"3579",89614,1,25,1,1,1,NA,3,8
"3580",89616,2,56,1,1,1,NA,4,9
"3581",89618,1,28,3,3,1,NA,3,15
"3582",89619,1,31,3,3,1,NA,5,15
"3583",89620,2,27,5,7,1,NA,3,7
"3584",89622,2,46,3,3,1,NA,5,15
"3585",89623,2,68,2,2,1,NA,1,10
"3586",89628,2,61,4,4,1,NA,5,7
"3587",89629,1,54,2,2,2,NA,1,6
"3588",89632,1,67,3,3,1,NA,4,15
"3589",89633,1,73,4,4,1,NA,4,6
"3590",89635,2,65,4,4,1,NA,3,5
"3591",89636,2,66,3,3,1,NA,5,15
"3592",89637,2,40,1,1,2,NA,1,1
"3593",89639,2,29,3,3,1,NA,5,8
"3594",89640,2,48,5,6,2,NA,3,3
"3595",89641,1,62,3,3,1,NA,5,7
"3596",89642,2,37,3,3,2,NA,4,15
"3597",89643,1,29,2,2,2,NA,4,14
"3598",89644,1,39,4,4,2,NA,3,14
"3599",89645,2,54,4,4,1,NA,5,7
"3600",89646,2,71,4,4,2,NA,1,3
"3601",89647,2,47,3,3,1,NA,4,6
"3602",89648,1,55,5,6,2,NA,5,15
"3603",89649,1,60,3,3,1,NA,4,14
"3604",89650,1,62,4,4,1,NA,3,15
"3605",89651,2,26,2,2,1,NA,4,5
"3606",89652,2,50,4,4,1,NA,5,5
"3607",89654,2,18,4,4,1,11,NA,7
"3608",89655,1,72,1,1,2,NA,1,13
"3609",89656,1,39,5,6,2,NA,3,14
"3610",89657,1,59,3,3,1,NA,5,15
"3611",89659,2,43,3,3,1,NA,4,15
"3612",89661,1,31,1,1,1,NA,4,7
"3613",89662,1,59,3,3,1,NA,5,6
"3614",89666,2,80,2,2,2,NA,1,2
"3615",89669,1,52,2,2,2,NA,2,14
"3616",89670,1,38,2,2,1,NA,5,14
"3617",89671,1,77,3,3,1,NA,3,6
"3618",89672,1,20,4,4,1,NA,4,8
"3619",89673,1,39,5,7,1,NA,4,NA
"3620",89674,1,31,4,4,1,NA,4,14
"3621",89676,2,60,4,4,2,NA,4,15
"3622",89677,1,60,1,1,2,NA,1,7
"3623",89679,1,78,3,3,1,NA,5,6
"3624",89680,1,21,4,4,1,NA,3,6
"3625",89684,2,42,2,2,2,NA,4,8
"3626",89685,2,41,1,1,2,NA,2,9
"3627",89686,2,52,4,4,2,NA,4,6
"3628",89690,1,80,3,3,1,NA,1,6
"3629",89692,2,64,4,4,1,NA,4,2
"3630",89694,2,77,3,3,1,NA,3,6
"3631",89698,2,80,3,3,1,NA,2,6
"3632",89699,1,80,1,1,1,NA,1,99
"3633",89700,1,25,3,3,1,NA,3,14
"3634",89701,2,53,2,2,1,NA,3,NA
"3635",89702,2,18,4,4,1,15,NA,3
"3636",89703,2,67,2,2,2,NA,3,7
"3637",89704,2,71,1,1,2,NA,1,4
"3638",89705,2,34,4,4,1,NA,4,8
"3639",89706,1,35,2,2,2,NA,3,8
"3640",89709,1,26,3,3,1,NA,5,8
"3641",89710,2,79,1,1,2,NA,1,3
"3642",89711,2,36,3,3,1,NA,5,15
"3643",89712,2,48,4,4,1,NA,4,8
"3644",89713,2,75,3,3,1,NA,3,15
"3645",89719,1,34,1,1,2,NA,1,7
"3646",89720,1,31,1,1,2,NA,3,8
"3647",89721,1,80,4,4,1,NA,1,13
"3648",89722,2,48,4,4,1,NA,4,15
"3649",89723,2,40,4,4,1,NA,4,14
"3650",89725,2,19,4,4,1,15,NA,15
"3651",89726,2,57,4,4,1,NA,4,15
"3652",89727,1,18,2,2,2,11,NA,4
"3653",89728,1,43,5,6,2,NA,3,7
"3654",89729,1,50,2,2,1,NA,5,15
"3655",89730,2,32,4,4,1,NA,4,2
"3656",89731,1,34,5,7,2,NA,5,15
"3657",89733,1,24,5,6,1,NA,5,15
"3658",89734,2,72,1,1,2,NA,1,NA
"3659",89735,1,41,3,3,1,NA,4,9
"3660",89737,2,46,1,1,2,NA,1,12
"3661",89741,1,61,2,2,2,NA,4,15
"3662",89742,1,45,4,4,1,NA,2,1
"3663",89743,2,41,3,3,1,NA,5,15
"3664",89745,2,78,4,4,1,NA,2,99
"3665",89749,2,20,2,2,2,NA,1,7
"3666",89750,2,33,1,1,2,NA,3,7
"3667",89751,1,54,3,3,1,NA,4,9
"3668",89752,2,27,1,1,1,NA,4,9
"3669",89755,2,60,4,4,1,NA,3,3
"3670",89756,1,62,3,3,1,NA,3,9
"3671",89761,2,79,4,4,1,NA,5,1
"3672",89762,2,35,1,1,2,NA,2,12
"3673",89764,2,62,1,1,2,NA,1,9
"3674",89768,1,36,4,4,1,NA,2,NA
"3675",89770,2,67,3,3,1,NA,2,8
"3676",89771,1,70,2,2,2,NA,4,3
"3677",89774,2,32,3,3,1,NA,5,10
"3678",89779,1,21,5,6,1,NA,3,12
"3679",89780,1,70,2,2,2,NA,2,3
"3680",89783,2,26,5,6,2,NA,2,7
"3681",89784,1,19,5,7,1,15,NA,4
"3682",89785,2,20,2,2,1,NA,4,3
"3683",89786,2,57,1,1,1,NA,1,5
"3684",89787,1,71,3,3,2,NA,3,2
"3685",89788,1,28,4,4,1,NA,3,8
"3686",89790,1,59,3,3,1,NA,3,3
"3687",89791,1,23,2,2,1,NA,5,8
"3688",89792,2,30,1,1,1,NA,4,15
"3689",89793,1,52,2,2,2,NA,5,14
"3690",89794,2,29,5,6,2,NA,5,NA
"3691",89795,2,22,3,3,1,NA,3,12
"3692",89797,2,59,1,1,2,NA,1,6
"3693",89799,1,33,5,6,1,NA,3,10
"3694",89800,2,60,4,4,1,NA,5,7
"3695",89801,1,67,1,1,1,NA,4,7
"3696",89802,2,25,5,6,2,NA,5,15
"3697",89803,1,61,1,1,2,NA,3,9
"3698",89804,2,66,3,3,1,NA,5,15
"3699",89805,2,26,3,3,1,NA,5,8
"3700",89806,1,36,3,3,1,NA,2,8
"3701",89807,2,69,1,1,1,NA,1,6
"3702",89809,2,48,3,3,1,NA,4,8
"3703",89810,2,24,4,4,1,NA,3,2
"3704",89811,1,33,4,4,2,NA,4,15
"3705",89813,2,40,3,3,1,NA,4,9
"3706",89814,1,33,3,3,1,NA,2,7
"3707",89816,2,26,1,1,2,NA,2,5
"3708",89820,2,35,1,1,1,NA,5,14
"3709",89822,1,60,1,1,1,NA,4,9
"3710",89823,2,21,3,3,1,NA,4,10
"3711",89824,2,60,1,1,2,NA,2,14
"3712",89825,2,23,4,4,1,NA,3,1
"3713",89826,1,80,3,3,1,NA,5,6
"3714",89827,2,76,5,6,2,NA,1,2
"3715",89829,2,39,1,1,2,NA,1,4
"3716",89831,2,52,1,1,2,NA,1,77
"3717",89832,2,26,1,1,1,NA,5,10
"3718",89833,2,36,4,4,1,NA,4,9
"3719",89835,2,75,3,3,1,NA,3,6
"3720",89839,2,36,3,3,2,NA,4,10
"3721",89841,1,57,4,4,1,NA,4,6
"3722",89842,1,28,4,4,2,NA,4,7
"3723",89844,2,64,2,2,2,NA,1,3
"3724",89845,1,63,4,4,1,NA,4,14
"3725",89846,1,32,4,4,1,NA,3,NA
"3726",89848,1,80,5,6,2,NA,5,77
"3727",89849,2,67,5,6,2,NA,3,NA
"3728",89850,1,80,3,3,1,NA,4,7
"3729",89851,1,44,3,3,1,NA,5,7
"3730",89852,1,77,3,3,1,NA,4,99
"3731",89853,2,74,3,3,1,NA,4,3
"3732",89854,2,37,1,1,2,NA,5,7
"3733",89855,1,59,3,3,1,NA,5,5
"3734",89856,2,42,1,1,2,NA,1,6
"3735",89860,1,65,3,3,1,NA,4,10
"3736",89861,1,58,3,3,1,NA,5,15
"3737",89862,2,60,4,4,1,NA,4,8
"3738",89864,1,20,1,1,1,NA,3,2
"3739",89868,2,25,3,3,1,NA,5,15
"3740",89872,2,54,5,6,2,NA,3,13
"3741",89878,1,47,5,6,2,NA,1,5
"3742",89881,2,30,5,6,2,NA,5,1
"3743",89883,1,72,3,3,1,NA,4,10
"3744",89884,2,76,1,1,1,NA,1,8
"3745",89886,2,38,3,3,1,NA,5,15
"3746",89889,2,54,5,6,2,NA,5,15
"3747",89891,1,48,3,3,1,NA,3,15
"3748",89892,2,42,1,1,2,NA,1,4
"3749",89894,2,65,2,2,2,NA,4,3
"3750",89897,2,80,3,3,1,NA,4,15
"3751",89898,1,26,5,6,2,NA,3,9
"3752",89899,2,39,2,2,2,NA,5,77
"3753",89901,2,36,1,1,2,NA,2,7
"3754",89902,1,73,3,3,1,NA,4,6
"3755",89904,2,30,5,6,2,NA,1,14
"3756",89905,2,60,3,3,1,NA,4,NA
"3757",89907,2,77,3,3,1,NA,2,6
"3758",89908,2,30,1,1,1,NA,3,99
"3759",89909,1,72,3,3,1,NA,3,5
"3760",89911,2,32,2,2,1,NA,5,14
"3761",89913,1,65,5,6,2,NA,3,8
"3762",89915,1,34,2,2,2,NA,1,77
"3763",89918,1,42,4,4,1,NA,4,15
"3764",89919,2,40,1,1,2,NA,2,13
"3765",89921,1,37,3,3,1,NA,5,15
"3766",89925,2,68,1,1,2,NA,1,2
"3767",89927,2,41,3,3,1,NA,4,6
"3768",89929,2,31,4,4,1,NA,4,5
"3769",89933,1,31,3,3,1,NA,2,3
"3770",89934,2,19,4,4,1,15,NA,5
"3771",89935,2,46,3,3,1,NA,3,5
"3772",89939,1,27,5,6,2,NA,5,10
"3773",89942,1,62,4,4,1,NA,3,99
"3774",89945,1,42,5,6,2,NA,5,15
"3775",89946,1,28,3,3,1,NA,4,7
"3776",89948,1,61,5,6,2,NA,2,9
"3777",89950,2,26,4,4,1,NA,5,7
"3778",89953,2,65,3,3,1,NA,4,13
"3779",89955,1,21,4,4,1,NA,4,9
"3780",89956,1,18,1,1,1,11,NA,6
"3781",89957,2,33,5,6,2,NA,3,15
"3782",89959,2,32,3,3,1,NA,5,14
"3783",89960,2,69,3,3,1,NA,4,12
"3784",89962,1,20,4,4,1,NA,4,8
"3785",89963,1,25,1,1,1,NA,4,15
"3786",89964,2,63,2,2,1,NA,4,14
"3787",89965,1,54,3,3,1,NA,2,4
"3788",89966,2,69,4,4,1,NA,2,2
"3789",89967,1,51,2,2,2,NA,4,14
"3790",89970,2,47,4,4,1,NA,2,2
"3791",89974,1,76,4,4,1,NA,3,7
"3792",89975,1,26,3,3,1,NA,1,8
"3793",89976,1,19,5,6,2,12,NA,4
"3794",89977,2,67,1,1,2,NA,1,10
"3795",89978,2,64,2,2,1,NA,3,12
"3796",89980,2,33,2,2,1,NA,4,14
"3797",89981,2,46,4,4,1,NA,5,4
"3798",89984,1,18,5,7,1,11,NA,8
"3799",89986,2,28,3,3,1,NA,2,12
"3800",89987,2,69,2,2,2,NA,4,4
"3801",89991,1,26,5,6,1,NA,4,14
"3802",89992,2,70,4,4,1,NA,1,6
"3803",89993,2,51,3,3,1,NA,2,15
"3804",89994,2,45,2,2,2,NA,2,8
"3805",89997,1,71,3,3,1,NA,3,6
"3806",89998,1,29,5,6,2,NA,3,15
"3807",90000,2,53,3,3,1,NA,3,4
"3808",90001,1,76,5,6,2,NA,1,5
"3809",90004,1,42,1,1,2,NA,1,12
"3810",90005,2,19,5,6,1,13,NA,14
"3811",90006,1,25,5,6,2,NA,5,15
"3812",90007,2,59,1,1,1,NA,2,6
"3813",90008,1,41,3,3,2,NA,5,15
"3814",90009,1,42,5,7,1,NA,5,15
"3815",90011,2,48,5,6,2,NA,2,12
"3816",90013,1,20,4,4,1,NA,4,4
"3817",90014,2,50,1,1,2,NA,1,4
"3818",90016,1,35,5,6,2,NA,5,99
"3819",90017,1,43,5,6,2,NA,4,4
"3820",90019,1,29,2,2,2,NA,2,3
"3821",90020,2,33,2,2,1,NA,4,2
"3822",90021,1,64,5,6,2,NA,5,15
"3823",90027,1,51,3,3,1,NA,4,8
"3824",90028,2,43,1,1,2,NA,1,5
"3825",90029,1,52,3,3,1,NA,4,7
"3826",90030,1,77,4,4,1,NA,3,2
"3827",90031,2,57,1,1,1,NA,5,15
"3828",90033,2,44,4,4,1,NA,4,6
"3829",90034,1,68,3,3,1,NA,2,3
"3830",90035,2,80,3,3,1,NA,5,7
"3831",90036,2,36,5,6,2,NA,5,15
"3832",90045,1,33,3,3,1,NA,5,15
"3833",90046,1,61,2,2,2,NA,2,9
"3834",90047,2,80,3,3,1,NA,4,6
"3835",90048,2,41,5,6,2,NA,4,7
"3836",90049,1,46,1,1,2,NA,1,6
"3837",90050,1,74,4,4,1,NA,5,12
"3838",90052,2,73,5,7,1,NA,4,12
"3839",90055,2,77,1,1,2,NA,1,NA
"3840",90057,1,68,3,3,1,NA,4,8
"3841",90059,1,23,4,4,1,NA,4,14
"3842",90060,1,73,4,4,1,NA,5,15
"3843",90061,2,45,2,2,2,NA,3,8
"3844",90062,2,34,4,4,1,NA,2,3
"3845",90065,2,77,1,1,2,NA,1,2
"3846",90066,2,63,5,7,1,NA,5,15
"3847",90067,2,62,2,2,2,NA,4,5
"3848",90068,2,68,2,2,2,NA,4,4
"3849",90069,2,40,4,4,1,NA,5,10
"3850",90071,1,36,1,1,2,NA,2,10
"3851",90073,2,52,2,2,2,NA,1,4
"3852",90074,2,42,4,4,1,NA,4,13
"3853",90075,2,58,4,4,1,NA,4,2
"3854",90076,2,79,3,3,1,NA,1,4
"3855",90077,1,54,4,4,1,NA,2,5
"3856",90078,1,76,3,3,1,NA,5,15
"3857",90079,1,80,1,1,2,NA,1,3
"3858",90081,2,45,3,3,1,NA,4,9
"3859",90084,2,80,3,3,1,NA,4,12
"3860",90086,2,76,1,1,2,NA,1,9
"3861",90088,1,60,1,1,1,NA,3,7
"3862",90089,1,31,3,3,1,NA,2,1
"3863",90090,1,34,5,6,2,NA,5,14
"3864",90092,2,54,2,2,2,NA,4,8
"3865",90093,2,24,1,1,1,NA,4,6
"3866",90095,1,22,1,1,2,NA,1,7
"3867",90096,1,51,5,6,2,NA,5,7
"3868",90098,1,50,4,4,1,NA,3,4
"3869",90099,1,22,2,2,1,NA,4,15
"3870",90100,1,47,5,6,2,NA,1,5
"3871",90102,1,49,5,6,2,NA,5,15
"3872",90106,2,52,2,2,1,NA,2,2
"3873",90107,1,18,5,7,1,13,NA,1
"3874",90108,1,80,3,3,1,NA,3,15
"3875",90109,2,50,1,1,2,NA,4,5
"3876",90110,1,58,1,1,1,NA,4,7
"3877",90111,2,36,3,3,1,NA,5,7
"3878",90113,2,27,4,4,1,NA,4,6
"3879",90115,1,79,3,3,1,NA,4,5
"3880",90117,2,79,3,3,1,NA,3,6
"3881",90118,2,80,2,2,2,NA,3,77
"3882",90119,2,61,4,4,1,NA,4,12
"3883",90120,1,20,4,4,1,NA,4,13
"3884",90121,2,44,3,3,1,NA,5,14
"3885",90122,1,33,4,4,1,NA,5,14
"3886",90124,1,29,4,4,2,NA,5,15
"3887",90125,2,39,1,1,1,NA,5,9
"3888",90131,1,53,1,1,1,NA,3,3
"3889",90136,1,51,4,4,2,NA,2,10
"3890",90138,1,80,3,3,1,NA,2,4
"3891",90139,1,74,5,6,2,NA,3,2
"3892",90140,2,80,3,3,1,NA,5,5
"3893",90142,1,46,1,1,2,NA,2,14
"3894",90143,1,24,2,2,1,NA,3,15
"3895",90144,1,72,3,3,1,NA,5,5
"3896",90146,2,34,4,4,1,NA,3,1
"3897",90148,1,60,5,7,1,NA,4,15
"3898",90150,2,57,4,4,1,NA,2,1
"3899",90152,1,69,2,2,2,NA,5,2
"3900",90153,2,34,1,1,2,NA,2,6
"3901",90154,1,61,2,2,1,NA,5,15
"3902",90156,2,51,5,6,2,NA,5,14
"3903",90157,2,46,3,3,1,NA,3,6
"3904",90158,1,71,3,3,1,NA,2,1
"3905",90163,1,58,3,3,1,NA,4,4
"3906",90164,2,59,3,3,1,NA,3,8
"3907",90165,2,24,3,3,1,NA,5,15
"3908",90167,2,39,4,4,1,NA,5,12
"3909",90168,2,49,3,3,1,NA,5,15
"3910",90171,1,67,5,6,2,NA,4,7
"3911",90172,2,67,4,4,1,NA,2,7
"3912",90174,1,41,4,4,1,NA,2,9
"3913",90175,2,67,5,6,2,NA,1,5
"3914",90179,2,54,5,6,2,NA,5,77
"3915",90181,2,55,5,6,2,NA,5,15
"3916",90182,1,20,3,3,1,NA,3,7
"3917",90184,2,36,4,4,1,NA,4,4
"3918",90185,2,46,5,6,2,NA,5,15
"3919",90186,2,48,4,4,1,NA,3,9
"3920",90187,2,51,1,1,2,NA,1,5
"3921",90188,2,54,3,3,1,NA,5,15
"3922",90189,2,23,1,1,1,NA,3,6
"3923",90190,2,46,1,1,2,NA,3,9
"3924",90191,2,67,4,4,1,NA,4,5
"3925",90194,2,62,4,4,1,NA,2,8
"3926",90195,2,74,1,1,1,NA,2,2
"3927",90199,1,33,1,1,2,NA,1,77
"3928",90200,1,58,3,3,1,NA,2,2
"3929",90204,1,44,3,3,1,NA,5,5
"3930",90206,1,80,3,3,2,NA,5,15
"3931",90209,1,39,3,3,1,NA,5,10
"3932",90210,2,53,4,4,1,NA,3,14
"3933",90212,1,61,2,2,2,NA,5,77
"3934",90214,2,65,2,2,2,NA,4,9
"3935",90221,1,31,5,6,2,NA,5,14
"3936",90223,2,65,2,2,2,NA,4,4
"3937",90225,1,26,4,4,1,NA,5,9
"3938",90229,1,73,4,4,1,NA,4,9
"3939",90230,1,48,3,3,1,NA,2,7
"3940",90232,2,22,5,6,2,NA,1,5
"3941",90235,1,51,1,1,2,NA,1,8
"3942",90239,2,66,3,3,1,NA,4,10
"3943",90240,1,53,1,1,1,NA,1,3
"3944",90242,1,62,3,3,1,NA,4,4
"3945",90243,2,77,5,6,2,NA,5,2
"3946",90244,2,54,3,3,1,NA,5,15
"3947",90247,2,53,3,3,1,NA,5,14
"3948",90248,2,80,3,3,1,NA,4,6
"3949",90249,1,63,3,3,1,NA,4,10
"3950",90250,2,23,5,7,1,NA,5,9
"3951",90254,1,59,2,2,2,NA,2,14
"3952",90256,1,51,2,2,1,NA,5,15
"3953",90257,2,69,5,6,2,NA,1,3
"3954",90258,1,79,3,3,1,NA,5,12
"3955",90260,2,45,4,4,2,NA,5,10
"3956",90261,1,24,4,4,1,NA,2,3
"3957",90262,2,30,2,2,2,NA,4,14
"3958",90263,1,79,3,3,1,NA,5,10
"3959",90264,1,80,3,3,1,NA,5,9
"3960",90266,2,33,1,1,2,NA,2,2
"3961",90268,2,22,1,1,2,NA,3,3
"3962",90271,1,19,3,3,1,15,NA,15
"3963",90272,1,45,3,3,1,NA,5,15
"3964",90273,2,65,1,1,1,NA,1,77
"3965",90274,1,18,3,3,1,15,NA,15
"3966",90276,1,19,2,2,1,15,NA,15
"3967",90278,2,78,1,1,1,NA,5,9
"3968",90279,1,18,1,1,1,11,NA,7
"3969",90281,2,46,1,1,1,NA,5,5
"3970",90282,2,49,1,1,2,NA,1,1
"3971",90285,2,62,4,4,1,NA,3,5
"3972",90287,2,36,4,4,1,NA,4,6
"3973",90289,1,30,3,3,2,NA,4,15
"3974",90292,1,24,4,4,1,NA,5,4
"3975",90293,2,48,4,4,1,NA,3,9
"3976",90294,2,80,3,3,1,NA,2,3
"3977",90295,2,48,4,4,2,NA,5,15
"3978",90297,2,21,4,4,1,NA,4,5
"3979",90298,2,48,5,6,2,NA,4,14
"3980",90299,1,54,3,3,1,NA,4,10
"3981",90301,2,65,3,3,1,NA,3,10
"3982",90303,1,56,3,3,1,NA,4,7
"3983",90304,1,66,4,4,1,NA,4,14
"3984",90305,1,40,4,4,1,NA,5,15
"3985",90307,2,42,4,4,1,NA,4,14
"3986",90308,2,61,2,2,2,NA,5,7
"3987",90311,1,25,3,3,1,NA,4,6
"3988",90315,1,80,3,3,1,NA,2,6
"3989",90318,1,72,3,3,1,NA,4,3
"3990",90319,2,18,5,6,2,15,NA,14
"3991",90320,2,75,3,3,2,NA,4,3
"3992",90321,2,44,4,4,1,NA,4,6
"3993",90322,1,26,4,4,1,NA,3,6
"3994",90323,2,45,1,1,1,NA,3,9
"3995",90324,1,25,3,3,1,NA,3,15
"3996",90325,2,67,1,1,2,NA,4,10
"3997",90326,2,60,5,7,1,NA,4,15
"3998",90327,2,19,5,6,1,13,NA,14
"3999",90328,2,35,1,1,1,NA,5,9
"4000",90329,2,68,3,3,1,NA,4,8
"4001",90330,1,54,1,1,1,NA,4,15
"4002",90332,1,80,1,1,1,NA,2,15
"4003",90335,2,52,5,6,1,NA,5,15
"4004",90337,2,61,1,1,2,NA,2,7
"4005",90338,2,80,3,3,1,NA,4,12
"4006",90340,2,73,3,3,1,NA,1,6
"4007",90341,1,70,3,3,1,NA,4,7
"4008",90344,2,18,4,4,1,13,NA,15
"4009",90346,2,69,4,4,1,NA,2,15
"4010",90347,2,65,4,4,1,NA,4,8
"4011",90350,1,24,4,4,1,NA,4,2
"4012",90351,1,18,1,1,1,13,NA,9
"4013",90352,1,31,4,4,1,NA,3,5
"4014",90353,1,50,3,3,1,NA,2,5
"4015",90354,2,43,1,1,2,NA,2,7
"4016",90355,1,68,1,1,1,NA,4,7
"4017",90356,2,33,1,1,2,NA,1,NA
"4018",90357,1,56,5,6,2,NA,5,8
"4019",90359,1,80,3,3,1,NA,2,5
"4020",90361,2,22,3,3,1,NA,4,3
"4021",90362,2,67,5,6,2,NA,2,4
"4022",90363,2,80,3,3,1,NA,3,3
"4023",90366,2,28,4,4,1,NA,2,5
"4024",90367,1,61,2,2,2,NA,5,4
"4025",90369,2,40,4,4,1,NA,4,7
"4026",90370,1,51,5,6,2,NA,2,8
"4027",90375,2,59,3,3,1,NA,4,14
"4028",90377,2,23,1,1,2,NA,2,99
"4029",90378,1,19,1,1,2,13,NA,8
"4030",90380,1,22,4,4,1,NA,3,7
"4031",90381,1,80,3,3,1,NA,5,6
"4032",90384,2,47,3,3,1,NA,4,14
"4033",90386,1,71,1,1,2,NA,1,12
"4034",90391,1,42,3,3,1,NA,4,9
"4035",90393,1,33,2,2,2,NA,3,12
"4036",90394,1,36,1,1,2,NA,1,9
"4037",90396,1,48,5,6,2,NA,5,15
"4038",90397,2,60,3,3,1,NA,4,9
"4039",90398,2,23,3,3,1,NA,4,7
"4040",90399,2,62,5,6,2,NA,3,15
"4041",90403,2,23,3,3,1,NA,4,8
"4042",90404,1,58,2,2,2,NA,4,7
"4043",90406,2,29,2,2,2,NA,1,3
"4044",90409,2,55,1,1,1,NA,3,6
"4045",90410,1,37,3,3,1,NA,4,15
"4046",90412,1,57,4,4,2,NA,3,15
"4047",90413,2,79,2,2,2,NA,2,NA
"4048",90416,2,51,1,1,2,NA,1,5
"4049",90417,2,76,1,1,2,NA,1,2
"4050",90418,2,60,1,1,1,NA,4,NA
"4051",90419,1,80,3,3,1,NA,3,6
"4052",90421,2,71,3,3,1,NA,4,15
"4053",90422,2,42,4,4,1,NA,4,13
"4054",90424,2,73,3,3,1,NA,4,6
"4055",90425,1,42,4,4,1,NA,5,15
"4056",90426,2,35,1,1,2,NA,3,1
"4057",90429,1,35,5,6,2,NA,5,15
"4058",90430,2,33,1,1,2,NA,3,2
"4059",90431,2,35,1,1,2,NA,4,NA
"4060",90432,1,70,5,6,2,NA,5,7
"4061",90433,2,18,3,3,1,11,NA,15
"4062",90436,1,59,4,4,1,NA,1,10
"4063",90438,1,54,3,3,1,NA,5,9
"4064",90439,1,31,4,4,1,NA,4,8
"4065",90441,2,80,3,3,1,NA,5,5
"4066",90444,2,62,4,4,1,NA,4,8
"4067",90445,2,65,2,2,1,NA,4,6
"4068",90447,2,43,3,3,1,NA,1,2
"4069",90449,1,64,4,4,1,NA,2,6
"4070",90452,1,64,2,2,2,NA,5,NA
"4071",90454,2,20,3,3,1,NA,3,5
"4072",90455,1,57,3,3,1,NA,5,15
"4073",90456,2,76,3,3,1,NA,3,4
"4074",90458,2,19,4,4,2,12,NA,4
"4075",90461,2,37,4,4,1,NA,4,77
"4076",90463,2,44,3,3,1,NA,4,5
"4077",90464,1,41,1,1,2,NA,1,6
"4078",90465,1,36,1,1,2,NA,1,12
"4079",90466,1,22,5,6,2,NA,5,14
"4080",90467,2,72,3,3,1,NA,4,7
"4081",90470,2,44,1,1,2,NA,3,14
"4082",90473,1,44,3,3,1,NA,4,77
"4083",90477,1,72,3,3,1,NA,3,14
"4084",90480,1,58,4,4,1,NA,2,4
"4085",90481,1,61,3,3,1,NA,3,4
"4086",90482,2,63,1,1,1,NA,4,14
"4087",90484,1,75,5,6,2,NA,5,15
"4088",90486,1,80,4,4,1,NA,3,6
"4089",90490,2,55,2,2,2,NA,1,7
"4090",90493,1,46,2,2,2,NA,3,6
"4091",90494,2,37,2,2,2,NA,1,4
"4092",90495,2,78,4,4,2,NA,4,15
"4093",90497,2,20,3,3,1,NA,4,9
"4094",90498,1,42,1,1,1,NA,2,8
"4095",90500,2,72,1,1,1,NA,4,2
"4096",90501,2,21,3,3,1,NA,4,12
"4097",90502,2,27,3,3,1,NA,4,12
"4098",90504,2,18,4,4,1,11,NA,2
"4099",90506,1,64,4,4,2,NA,2,15
"4100",90507,2,77,3,3,1,NA,4,6
"4101",90510,1,47,3,3,1,NA,1,15
"4102",90511,1,60,3,3,1,NA,5,15
"4103",90514,2,65,3,3,1,NA,4,9
"4104",90515,2,27,5,7,2,NA,4,8
"4105",90516,2,28,2,2,1,NA,3,14
"4106",90517,2,77,1,1,1,NA,3,6
"4107",90518,2,80,2,2,1,NA,3,4
"4108",90519,1,40,5,6,2,NA,3,5
"4109",90521,1,48,3,3,2,NA,4,14
"4110",90522,1,40,1,1,2,NA,3,10
"4111",90523,1,69,4,4,1,NA,4,13
"4112",90525,2,60,2,2,2,NA,5,15
"4113",90526,1,80,3,3,1,NA,4,7
"4114",90527,2,38,5,6,2,NA,1,10
"4115",90528,2,40,3,3,1,NA,4,8
"4116",90530,1,36,2,2,2,NA,3,5
"4117",90531,2,24,4,4,2,NA,4,7
"4118",90532,2,27,4,4,2,NA,4,15
"4119",90533,2,34,4,4,1,NA,5,3
"4120",90534,1,60,3,3,1,NA,4,15
"4121",90535,2,78,1,1,1,NA,5,14
"4122",90538,2,53,1,1,1,NA,3,NA
"4123",90539,1,29,4,4,1,NA,2,4
"4124",90540,2,24,1,1,2,NA,1,7
"4125",90542,2,47,4,4,1,NA,4,15
"4126",90544,2,28,1,1,2,NA,2,14
"4127",90545,1,80,4,4,1,NA,3,7
"4128",90547,2,28,1,1,2,NA,1,5
"4129",90549,1,34,2,2,2,NA,3,3
"4130",90550,1,27,2,2,1,NA,5,15
"4131",90551,2,40,1,1,2,NA,4,6
"4132",90555,1,36,3,3,1,NA,4,8
"4133",90556,2,18,4,4,1,13,NA,6
"4134",90557,2,30,5,6,1,NA,5,14
"4135",90559,1,28,2,2,2,NA,1,3
"4136",90560,1,20,2,2,1,NA,2,8
"4137",90563,2,80,1,1,1,NA,1,77
"4138",90565,2,67,3,3,1,NA,5,10
"4139",90566,1,19,3,3,1,15,NA,15
"4140",90569,2,36,1,1,1,NA,3,6
"4141",90571,2,58,2,2,1,NA,3,7
"4142",90572,1,39,3,3,1,NA,2,8
"4143",90573,2,34,1,1,2,NA,3,7
"4144",90576,2,34,3,3,1,NA,3,10
"4145",90577,2,75,1,1,2,NA,4,6
"4146",90581,1,44,3,3,1,NA,5,15
"4147",90582,2,50,5,6,2,NA,3,13
"4148",90583,1,41,1,1,2,NA,1,8
"4149",90585,1,47,4,4,1,NA,5,15
"4150",90586,2,24,4,4,1,NA,4,6
"4151",90588,2,35,1,1,2,NA,2,4
"4152",90590,2,61,5,6,2,NA,5,14
"4153",90591,1,20,3,3,1,NA,3,5
"4154",90593,2,49,4,4,1,NA,4,6
